patent_id	claim_sequence	claim_text	dependent	claim_number	exemplary
D942525	0	The ornamental design for a vehicle-mounted camera, as shown and described.		1	0
D942526	0	The ornamental design for a camera, as shown and described.		1	0
D942527	0	The ornamental design for a projector, as shown and described.		1	0
D942528	0	The ornamental design for a backdrop holder, as shown and described.		1	0
D942529	0	The ornamental design for a tripod, as shown and described.		1	0
D942530	0	The ornamental design for goggles, as shown and described.		1	0
D942531	0	The ornamental design for a telescopic glasses shield, as shown and described.		1	0
D942532	0	The ornamental design for eyeglasses, as shown and described.		1	0
D942533	0	I claim, the ornamental design for a coin handling machine, as shown and described.		1	0
D942534	0	The ornamental design for a calculator with electronic tube display and keypad, as shown and described.		1	0
D942535	0	The ornamental design for a printer, as shown and described.		1	0
D942536	0	The ornamental design for a printer, as shown and described.		1	0
D942537	0	The ornamental design for an ink tank for printer, as shown and described.		1	0
D942538	0	The ornamental design for an asymmetrical arrangement of contact pads and connection bridges of a transponder chip module, as shown and described.		1	0
D942539	0	The ornamental design for an attachment for label applicator, as shown and described.		1	0
D942540	0	The ornamental design for a pencil holder, as shown and described.		1	0
D942541	0	The ornamental design for a pen holder, as shown and described.		1	0
D942542	0	The ornamental design for an electronic whiteboard, as shown and described.		1	0
D942543	0	The ornamental design for a combined bookmark and pen, as shown and described.		1	0
D942544	0	We claim the ornamental design for a drug syringe safety label, as shown and described.		1	0
D942545	0	The ornamental design for a display fixture, as shown and described.		1	0
D942546	0	I claim the ornamental design for a real estate sign post, as shown and described.		1	0
D942547	0	The ornamental design for a arcade game console, as shown and described.		1	0
D942548	0	The ornamental design for a game board with game pieces, as shown and described.		1	0
D942549	0	I claim, the ornamental design for an electric scooter, as shown and described.		1	0
D942550	0	The ornamental design for an electric scooter, as shown and described.		1	0
D942551	0	The ornamental design for an assembling game plate, as shown and described.		1	0
D942552	0	The ornamental design for an assembling toy, as shown and described.		1	0
D942553	0	The ornamental design for a toy, as shown and described.		1	0
D942554	0	The ornamental design for an assembling game plate, as shown and described.		1	0
D942555	0	The ornamental design for a toy animal, as shown and described.		1	0
D942556	0	The ornamental design for a treadmill, as shown and described.		1	0
D942557	0	The ornamental design for a skipping rope, as shown and described.		1	0
D942558	0	The ornamental design for a trampoline, as shown and described.		1	0
D942559	0	The ornamental design for a kettlebell, as shown and described.		1	0
D942560	0	The ornamental design for an exercising apparatus, as shown and described.		1	0
D942561	0	The ornamental design for a mounting assembly for a weight rack, as shown and described.		1	0
D942562	0	The ornamental design for a training station, as shown and described.		1	0
D942563	0	The ornamental design for an exercise stand, as shown and described.		1	0
D942564	0	The ornamental design for an exercise device, as shown and described.		1	0
D942565	0	The ornamental design for a balance board, as shown and described.		1	0
D942566	0	The ornamental design for a weightlifting bench, as shown and described.		1	0
D942567	0	The ornamental design for an exercise bike, as shown and described.		1	0
D942568	0	The ornamental design for a recreational ball, as shown and described.		1	0
D942569	0	The ornamental design for a golf club head, as shown and described.		1	0
D942570	0	The ornamental design for a golf club head, as shown and described.		1	0
D942571	0	The ornamental design for a ping pong paddle handle, as shown and described.		1	0
D942572	0	The ornamental design for a powered wheeled board, as shown and described.		1	0
D942573	0	The ornamental design for a golf club cleaner, as shown and described.		1	0
D942574	0	The ornamental design for an element for a water amusement park, as shown and described.		1	0
D942575	0	The ornamental design for an element for a water amusement park, as shown and described.		1	0
D942576	0	The ornamental design for an element for a water amusement park, as shown and described.		1	0
D942577	0	We claim the ornamental design for a column facade, as shown and described.		1	0
D942578	0	The ornamental design for a cannon, as shown and described.		1	0
D942579	0	The ornamental design for a combined bowstring jaw and jaw housing, as shown and described.		1	0
D942580	0	The ornamental design of a sear for a bowstring release, as shown and described.		1	0
D942581	0	The ornamental design for an American single point tactical harness, as shown and described.		1	0
D942582	0	I claim the ornamental design for a firearm sight, as shown and described.		1	0
D942583	0	We claim the ornamental design for the combined insect trap and bait station holder, as shown and described.		1	0
D942584	0	The ornamental design for a portable aquarium filter, as shown and described.		1	0
D942585	0	The ornamental design for a watering can, as shown and described.		1	0
D942586	0	The ornamental design for a front band on a spray nozzle, as shown and described.		1	0
D942587	0	The ornamental design for a spray nozzle, as shown and described.		1	0
D942588	0	The ornamental design for a pressure washer spray gun, as shown and described.		1	0
D942589	0	The ornamental design for a shower head, as shown and described.		1	0
D942590	0	The ornamental design for a faucet handle, as shown and described.		1	0
D942591	0	The ornamental design for a faucet handle, as shown and described.		1	0
D942592	0	The ornamental design for a pipe fitting, as shown and described.		1	0
D942593	0	The ornamental design for a pipe fitting, as shown and described.		1	0
D942594	0	The ornamental design for a drain grate, as shown and described.		1	0
